"design_last_role","design_current_role","design_item_consistent","design_item_type","design_bg_type","targ_prob","comp_prob","decoy_prob","targ_pay","comp_pay","decoy_pay","targ_item","comp_item","decoy_item","targ_value","comp_value","decoy_value"
"novel","targ",TRUE,"urn","urn",0.47940671768884,0.897257283562794,0.47940671768884,14.2620587755377,7.62025219557587,10.989848530517,"urn","urn","ticket",6.83732678506582,6.83732678506582,5.26860721191266
"comp","comp",FALSE,"urn","urn",0.669272954575717,0.897257283562794,0.582713833230082,10.2160512214337,7.62025219557587,10.2160512214337,"urn","urn","urn",6.83732678506582,6.83732678506582,5.95303436771651
"novel","comp",FALSE,"ticket","ticket",0.55862841126509,0.135992737644859,0.485395840660203,3.96394503076463,16.2830188819418,3.96394503076463,"urn","ticket","ticket",2.2143723148782,2.2143723148782,1.92408243053883
"comp","targ",TRUE,"ticket","ticket",0.337252316640878,0.786527478136122,0.337252316640878,13.1856588571224,5.65383170914624,8.81331096066938,"urn","ticket","ticket",4.44689399600083,4.44689399600083,2.97230953876219
"novel","decoy",FALSE,"ticket","ticket",0.302183044583587,0.697625072440132,0.210022773603493,11.4467710164409,4.95827953014991,11.4467710164409,"ticket","urn","ticket",3.45902011639926,3.45902011639926,2.40408259767699
"novel","comp",TRUE,"urn","urn",0.788382103666663,0.227639204745803,0.724491580133326,5.78265929436704,20.0270647772272,5.78265929436704,"urn","urn","urn",4.55894509928067,4.55894509928067,4.18948796954864
"comp","targ",FALSE,"urn","urn",0.227639204745803,0.890597868245095,0.148102263040065,20.0270647772272,5.11897149300837,20.0270647772272,"urn","urn","ticket",4.55894509928067,4.55894509928067,2.96605361555733
"novel","decoy",FALSE,"urn","urn",0.718673430731732,0.449736438691616,0.62922839363965,5.73515844496898,9.16471435453816,5.73515844496898,"urn","ticket","urn",4.12170599543592,4.12170599543592,3.6087245355967
"novel","targ",FALSE,"urn","urn",0.672182717100731,0.359259760240093,0.621400151293273,5.69997715508905,10.6647795148539,5.69997715508905,"urn","ticket","urn",3.83142613151985,3.83142613151985,3.54196666654053
"novel","decoy",TRUE,"urn","urn",0.334114633863199,0.629443579353392,0.246487576690841,22.0818222363717,11.7212410985534,22.0818222363717,"ticket","urn","urn",7.37785995153756,7.37785995153756,5.44289485196118
"novel","targ",TRUE,"urn","urn",0.250202782331198,0.799816126236692,0.17205976907413,9.88400057309616,3.09196621927072,9.88400057309616,"urn","urn","ticket",2.47300444395181,2.47300444395181,1.7006388561355
"novel","comp",TRUE,"ticket","ticket",0.463356942636892,0.774103570113905,0.407592726184521,15.1413333009235,9.06318246889075,15.1413333009235,"ticket","ticket","ticket",7.01584190576209,7.01584190576209,6.17149731819189
"novel","targ",FALSE,"urn","ticket",0.551024781519325,0.124602803494781,0.478296324252395,3.89646919625793,17.2311619590063,3.89646919625793,"urn","ticket","ticket",2.14705108756481,2.14705108756481,1.86366689413285
"decoy","comp",TRUE,"urn","urn",0.096600626828149,0.478296324252395,0.096600626828149,19.2924927645479,3.89646919625793,15.811058895674,"ticket","urn","urn",1.86366689413285,1.86366689413285,1.52735820013889
"novel","decoy",TRUE,"urn","urn",0.26900718347138,0.791651152307168,0.18032644760065,17.5477234888508,5.96280780784963,17.5477234888508,"ticket","urn","urn",4.72046367207034,4.72046367207034,3.16431864022295
"comp","comp",TRUE,"urn","ticket",0.232495101867244,0.791651152307168,0.181789721804671,20.3034972958947,5.96280780784963,20.3034972958947,"ticket","urn","ticket",4.72046367207034,4.72046367207034,3.69096712508258
"targ","targ",FALSE,"urn","urn",0.232495101867244,0.715455057332292,0.232495101867244,20.3034972958947,6.59784793425246,15.4797184440056,"urn","urn","ticket",4.72046367207034,4.72046367207034,3.59895871651533
"targ","decoy",FALSE,"urn","urn",0.232495101867244,0.779243919067085,0.232495101867244,24.5458764886232,7.32350412368369,20.3034972958947,"urn","urn","ticket",5.70679605464324,5.70679605464324,4.72046367207034
"decoy","targ",FALSE,"urn","urn",0.232495101867244,0.552335603628308,0.232495101867244,20.3034972958947,8.54636862273857,17.2563975980254,"ticket","urn","urn",4.72046367207034,4.72046367207034,4.01202791741458
"novel","targ",FALSE,"ticket","ticket",0.102177360465585,0.47897584666498,0.102177360465585,13.1710257295207,2.80970460835793,9.11964289170364,"ticket","ticket","ticket",1.34578064366673,1.34578064366673,0.931821039063013
"novel","targ",FALSE,"ticket","ticket",0.375701959030521,0.604206112446263,0.284142608132497,15.4899733308729,9.63183457740518,15.4899733308729,"ticket","urn","ticket",5.81961332573948,5.81961332573948,4.40136142213706
"novel","comp",FALSE,"urn","urn",0.515571081079543,0.860420271595528,0.515571081079543,10.4656765769823,6.27112164270359,7.40968769058871,"urn","urn","urn",5.39580018702362,5.39580018702362,3.8202206930986
"novel","targ",FALSE,"urn","urn",0.869785617321251,0.638859780039638,0.778654815111296,7.18510867836448,9.78227833804747,7.18510867836448,"urn","urn","urn",6.24950418733153,6.24950418733153,5.59471946950647
"novel","decoy",FALSE,"ticket","ticket",0.204444432518126,0.616339709842578,0.117289387275146,21.8706588164147,7.25465901209173,21.8706588164147,"ticket","urn","ticket",4.47133443051946,4.47133443051946,2.56519617188105
"targ","targ",TRUE,"ticket","ticket",0.204444432518126,0.881995817646384,0.204444432518126,21.8706588164147,5.06956421001096,16.9978683051828,"ticket","urn","ticket",4.47133443051946,4.47133443051946,3.47511953967095
"comp","decoy",FALSE,"ticket","urn",0.965149190661032,0.262625008588657,0.881995817646384,5.06956421001096,18.6306925627171,5.06956421001096,"urn","ticket","urn",4.89288579429621,4.89288579429621,4.47133443051946
"comp","decoy",TRUE,"ticket","ticket",0.262625008588657,0.94828706770204,0.262625008588657,23.273431848432,6.445500995699,18.6306925627171,"ticket","ticket","urn",6.11218523908198,6.11218523908198,4.89288579429621
"decoy","decoy",TRUE,"ticket","ticket",0.262625008588657,0.716660636011511,0.262625008588657,22.7681287244662,8.34353067734912,18.6306925627171,"ticket","urn","ticket",5.97948000181057,5.97948000181057,4.89288579429621
"targ","decoy",TRUE,"ticket","ticket",0.262625008588657,0.474739621859044,0.262625008588657,25.978344064369,14.3711679389796,22.7681287244662,"ticket","ticket","urn",6.82256283302398,6.82256283302398,5.97948000181057
"novel","targ",FALSE,"ticket","ticket",0.536354824803003,0.279858274152502,0.468231096090914,22.1148978217515,42.3837107644643,22.1148978217515,"ticket","ticket","ticket",11.8614321467218,11.8614321467218,10.3548828470173
"comp","targ",FALSE,"ticket","ticket",0.279858274152502,0.881441213889048,0.279858274152502,42.3837107644643,13.4568612856069,38.5951488610584,"urn","ticket","ticket",11.8614321467218,11.8614321467218,10.8011717509147
"comp","comp",FALSE,"ticket","ticket",0.165998170617968,0.881441213889048,0.0985126723884605,71.4551979854044,13.4568612856069,71.4551979854044,"ticket","ticket","ticket",11.8614321467218,11.8614321467218,7.03924250958872
"targ","comp",FALSE,"ticket","ticket",0.485525373369455,0.165998170617968,0.485525373369455,24.430097369383,71.4551979854044,19.8611690466282,"ticket","ticket","ticket",11.8614321467218,11.8614321467218,9.64310151691803
"novel","comp",TRUE,"ticket","ticket",0.190873999614269,0.627678969424789,0.135053054580931,20.9674312898964,6.3760897957239,20.9674312898964,"ticket","ticket","ticket",4.00213747193989,4.00213747193989,2.83171564241629
"novel","comp",TRUE,"ticket","ticket",0.256906496128067,0.837310900809723,0.204482509591617,9.98852793963483,3.06471313339802,9.98852793963483,"ticket","ticket","ticket",2.56611771444889,2.56611771444889,2.04247926022251
"targ","targ",TRUE,"ticket","ticket",0.256906496128067,0.622815029462799,0.205463031609543,9.98852793963483,4.12019234131562,9.98852793963483,"ticket","urn","ticket",2.56611771444889,2.56611771444889,2.05227323179399
"novel","decoy",FALSE,"urn","urn",0.89866877364331,0.689782714936882,0.836042584673139,9.11139233083319,11.8705841634234,9.11139233083319,"urn","urn","urn",8.18812377213292,8.18812377213292,7.61751199424079
"comp","decoy",FALSE,"urn","urn",0.764992727350909,0.461190031142905,0.689782714936882,11.8705841634234,19.6901709517045,11.8705841634234,"urn","urn","ticket",9.08091055442574,9.08091055442574,8.18812377213292
"targ","targ",FALSE,"urn","urn",0.764992727350909,0.201336574973539,0.681706876307726,11.8705841634234,45.1031341703277,11.8705841634234,"urn","ticket","urn",9.08091055442574,9.08091055442574,8.09225884999529
"targ","comp",TRUE,"urn","urn",0.425840408541262,0.764992727350909,0.35723395756213,21.3246802611637,11.8705841634234,21.3246802611637,"urn","urn","ticket",9.08091055442574,9.08091055442574,7.61789992344255
"decoy","targ",FALSE,"urn","urn",0.35723395756213,0.717911195941269,0.284042459237389,21.3246802611637,10.6112008929664,21.3246802611637,"ticket","urn","urn",7.61789992344255,7.61789992344255,6.05711462383195
"novel","decoy",FALSE,"urn","urn",0.727353698791993,0.477817621547729,0.727353698791993,8.93647195707912,13.6034663415676,5.54891857720817,"urn","ticket","urn",6.49997593213242,6.49997593213242,4.03602645142797
"decoy","targ",TRUE,"urn","urn",0.727353698791993,0.511503929039463,0.634545434193277,5.54891857720817,7.89050918730397,5.54891857720817,"urn","urn","urn",4.03602645142797,4.03602645142797,3.5210409478777
"decoy","comp",FALSE,"urn","urn",0.0901039980817586,0.634545434193277,0.018328626442235,39.0775217841363,5.54891857720817,39.0775217841363,"ticket","urn","urn",3.5210409478777,3.5210409478777,0.716237299069733
"novel","comp",FALSE,"urn","urn",0.500345985870808,0.885377703725629,0.448883621487767,6.64819301400348,3.75703688251202,6.64819301400348,"urn","urn","ticket",3.32639668785099,3.32639668785099,2.98426495647555
"novel","comp",TRUE,"ticket","ticket",0.298038888489828,0.579426748184021,0.232939744531177,7.01689197364812,3.6092684554754,7.01689197364812,"ticket","ticket","ticket",2.09130668447928,2.09130668447928,1.63451302374446
"decoy","decoy",FALSE,"ticket","ticket",0.232939744531177,0.808648191392422,0.232939744531177,10.2625972694679,2.95625070534055,7.01689197364812,"ticket","urn","ticket",2.39056678617621,2.39056678617621,1.63451302374446
"targ","comp",FALSE,"ticket","ticket",0.577084045857191,0.232939744531177,0.49433345219586,4.14249328730844,10.2625972694679,4.14249328730844,"ticket","urn","ticket",2.39056678617621,2.39056678617621,2.04777300741336
"novel","comp",FALSE,"ticket","urn",0.890523022506386,0.407960267006953,0.890523022506386,11.4829088945542,25.0656634063081,6.88753352757959,"urn","ticket","urn",10.2257947359439,10.2257947359439,6.13350717459425
"decoy","comp",TRUE,"ticket","ticket",0.0911949267610908,0.890523022506386,0.0241515436093323,67.2571094953845,6.88753352757959,67.2571094953845,"ticket","urn","ticket",6.13350717459425,6.13350717459425,1.62436301301541
"novel","targ",TRUE,"urn","urn",0.157088221199618,0.757333321031183,0.157088221199618,16.4446507191413,3.41099600134001,11.8600107386835,"urn","urn","ticket",2.58326092971891,2.58326092971891,1.86306799034816
"novel","targ",FALSE,"ticket","ticket",0.13489523096771,0.453664436470717,0.13489523096771,8.96311418580962,2.66514467761855,4.8765731980945,"ticket","ticket","ticket",1.20908135828475,1.20908135828475,0.657826467887903
"targ","comp",TRUE,"ticket","ticket",0.548356502549723,0.13489523096771,0.471304110775236,2.20491842927515,8.96311418580962,2.20491842927515,"ticket","ticket","ticket",1.20908135828475,1.20908135828475,1.03918711964145
"novel","targ",TRUE,"urn","ticket",0.138990155755535,0.479279597755522,0.0418328056428513,17.0597162873356,4.94728470610077,17.0597162873356,"urn","ticket","ticket",2.37113262392202,2.37113262392202,0.713655795770296
"comp","comp",FALSE,"urn","ticket",0.103720500832424,0.479279597755522,0.103720500832424,22.8607903441669,4.94728470610077,19.2198512928815,"ticket","urn","ticket",2.37113262392202,2.37113262392202,1.99349260202237
"novel","comp",TRUE,"ticket","ticket",0.301676468458027,0.665900379828413,0.241634448128752,8.03615350696567,3.64066230235922,8.03615350696567,"ticket","ticket","ticket",2.42431840996799,2.42431840996799,1.94181151773359
"novel","targ",TRUE,"ticket","urn",0.851912716316586,0.528911301633343,0.800240635563681,11.3206189835545,18.2340200311141,11.3206189835545,"ticket","urn","urn",9.64417926866502,9.64417926866502,9.05921933037392
"novel","targ",FALSE,"ticket","ticket",0.111655489866459,0.821140952175483,0.0293079202518104,17.0125991545479,2.31330575764148,17.0125991545479,"ticket","urn","ticket",1.89955009250275,1.89955009250275,0.498603899297506
"novel","targ",FALSE,"urn","urn",0.868791123245118,0.0553053596522659,0.813419027496802,5.74771522771014,90.2907783291266,5.74771522771014,"urn","ticket","urn",4.99356396877536,4.99356396877536,4.67530093085254
"novel","targ",TRUE,"urn","urn",0.354479748332707,0.678702034056187,0.262480856660588,9.3414912064667,4.87897381437106,9.3414912064667,"urn","urn","ticket",3.31136945192051,3.31136945192051,2.45196261436072
"novel","comp",FALSE,"ticket","ticket",0.0816466123796999,0.32567849374318,0.0816466123796999,79.4920415578736,19.9284141539439,75.3469296389585,"ticket","ticket","ticket",6.49025590434671,6.49025590434671,6.15182155823257
"novel","decoy",FALSE,"ticket","ticket",0.105153962138514,0.572028534254059,0.105153962138514,18.0742989145392,3.32253380719557,14.8622774686837,"ticket","urn","ticket",1.90058414373964,1.90058414373964,1.56282736223406
"targ","decoy",TRUE,"ticket","urn",0.105153962138514,0.594601581105962,0.105153962138514,21.2512898654849,3.75824316806107,18.0742989145392,"ticket","urn","urn",2.23465732990979,2.23465732990979,1.90058414373964
"novel","decoy",FALSE,"urn","urn",0.876429740566812,0.185101485811174,0.82260636601742,3.71284290093611,17.5797937340832,3.71284290093611,"urn","ticket","urn",3.25404594043277,3.25404594043277,3.05420820633263
"targ","targ",FALSE,"urn","urn",0.876429740566812,0.517824525246397,0.808722538390715,3.71284290093611,6.28407072624533,3.71284290093611,"urn","urn","urn",3.25404594043277,3.25404594043277,3.002659735491
"targ","decoy",FALSE,"urn","ticket",0.968227376480639,0.0484204518143088,0.876429740566812,3.71284290093611,74.2429284849385,3.71284290093611,"urn","ticket","ticket",3.59487614125813,3.59487614125813,3.25404594043277
"novel","comp",TRUE,"urn","ticket",0.465258314274251,0.141667234195443,0.465258314274251,7.05258910353004,23.1618534533577,2.2480237897922,"ticket","urn","ticket",3.28127571757734,3.28127571757734,1.04591175888714
"novel","comp",FALSE,"ticket","ticket",0.475096462061629,0.182509325488459,0.405253994616214,4.1265277571549,10.7419099422806,4.1265277571549,"ticket","ticket","ticket",1.9604987380234,1.9604987380234,1.67229185748171
"novel","comp",FALSE,"urn","ticket",0.0946051820646971,0.899593419667611,0.0307098485180177,94.4282211931756,9.93048510884691,94.4282211931756,"ticket","urn","ticket",8.93339905802587,8.93339905802587,2.89987636866829
"comp","targ",FALSE,"urn","urn",0.899593419667611,0.281305073061958,0.899593419667611,9.93048510884691,31.7569781475582,6.7739341943321,"urn","urn","urn",8.93339905802587,8.93339905802587,6.09378662648257
"novel","targ",FALSE,"ticket","ticket",0.14287983823659,0.809321457520127,0.14287983823659,18.0431194289533,3.18538197812235,13.349889351329,"ticket","urn","ticket",2.57799798529233,2.57799798529233,1.90743003099427
"novel","decoy",FALSE,"ticket","ticket",0.137538221791798,0.893331766361371,0.137538221791798,23.1173648487166,3.55917182566473,19.4499262987957,"ticket","urn","ticket",3.1795212538047,3.1795212538047,2.67510827711789
"comp","decoy",FALSE,"ticket","urn",0.893331766361371,0.19654054986313,0.893331766361371,6.90782063316429,31.397976713862,3.55917182566473,"urn","ticket","urn",6.17097560793218,6.17097560793218,3.1795212538047
"decoy","targ",TRUE,"ticket","ticket",0.893331766361371,0.36936796316877,0.835180518368725,3.55917182566473,8.60800494587541,3.55917182566473,"ticket","ticket","ticket",3.1795212538047,3.1795212538047,2.97255097032203
"decoy","decoy",FALSE,"ticket","urn",0.907080943940673,0.535110948607326,0.835180518368725,3.55917182566473,6.03324777351942,3.55917182566473,"urn","urn","ticket",3.22845693927101,3.22845693927101,2.97255097032203
"novel","targ",FALSE,"urn","urn",0.790736522862632,0.308036296395585,0.709888811595216,5.10751295677197,13.1111076297553,5.10751295677197,"urn","ticket","urn",4.03869703591371,4.03869703591371,3.62576630309003
"novel","targ",TRUE,"ticket","urn",0.868199649497704,0.53388983127661,0.868199649497704,6.6587556732385,10.8283188832665,3.17533941488103,"ticket","urn","urn",5.78112934159651,5.78112934159651,2.75682856703596
"comp","decoy",TRUE,"ticket","urn",0.616449598805048,0.905306956032291,0.53388983127661,10.8283188832665,7.37331441766222,10.8283188832665,"urn","ticket","urn",6.67511283132279,6.67511283132279,5.78112934159651
"novel","decoy",TRUE,"ticket","urn",0.64198484954402,0.920534166740254,0.581665686673728,8.58373082036313,5.98633417241983,8.58373082036313,"urn","urn","ticket",5.51062513923719,5.51062513923719,4.99286168184897
"novel","decoy",TRUE,"ticket","ticket",0.92356928756169,0.136756542371586,0.828799578411849,3.71771423830759,25.1071475696002,3.71771423830759,"urn","ticket","ticket",3.4335666904317,3.4335666904317,3.08123999336506
"decoy","targ",FALSE,"ticket","ticket",0.828799578411849,0.256309995893389,0.770832443218091,3.71771423830759,12.0215365874638,3.71771423830759,"ticket","ticket","ticket",3.08123999336506,3.08123999336506,2.86573474950133
"comp","comp",TRUE,"ticket","urn",0.558616704540327,0.280616499017924,0.558616704540327,5.51583933727965,10.9802524233197,1.93545420877785,"urn","ticket","urn",3.08123999336506,3.08123999336506,1.08117705189619
"novel","decoy",TRUE,"urn","urn",0.158228441310921,0.855185662163422,0.104635833233469,28.9113421810163,5.34924380974327,28.9113421810163,"ticket","urn","urn",4.57459660950888,4.57459660950888,3.02516237900858
"targ","comp",TRUE,"urn","urn",0.856366897001863,0.158228441310921,0.856366897001863,5.34186529806854,28.9113421810163,1.83094835859762,"urn","ticket","urn",4.57459660950888,4.57459660950888,1.5679635644229
"novel","targ",TRUE,"ticket","ticket",0.85318593856471,0.237041037296876,0.775726895812548,9.27667728108759,33.3897062849671,9.27667728108759,"ticket","ticket","urn",7.91473061282663,7.91473061282663,7.19616807071286
"decoy","decoy",TRUE,"ticket","ticket",0.775726895812548,0.490167991491035,0.775726895812548,13.1522166281513,20.8143500904151,9.27667728108759,"urn","ticket","ticket",10.20252817801,10.20252817801,7.19616807071286
"novel","decoy",TRUE,"urn","urn",0.49922590778334,0.771465473575518,0.49922590778334,25.5891365083742,16.5590818258887,20.6082920544657,"ticket","urn","urn",12.7747599027849,12.7747599027849,10.2881933087548
"novel","comp",FALSE,"urn","ticket",0.116540670860559,0.892738753528296,0.0657414161600172,26.0085211814396,3.39522676101677,26.0085211814396,"ticket","urn","ticket",3.03105050657603,3.03105050657603,1.70983701469565
"decoy","decoy",TRUE,"urn","ticket",0.144675623066723,0.440850117476657,0.0657414161600172,26.0085211814396,8.53532495013589,26.0085211814396,"ticket","ticket","urn",3.76279900696885,3.76279900696885,1.70983701469565
"comp","targ",FALSE,"urn","urn",0.440850117476657,0.731262639397755,0.388458439370152,8.53532495013589,5.14561910351084,8.53532495013589,"urn","urn","ticket",3.76279900696885,3.76279900696885,3.31561900964691
"novel","decoy",FALSE,"urn","urn",0.713083044364319,0.164700942113996,0.713083044364319,10.5258216828763,45.5722042249544,7.19207038532045,"urn","ticket","urn",7.5057849700614,7.5057849700614,5.12854344564677
"comp","targ",TRUE,"urn","ticket",0.164700942113996,0.473190410528332,0.103268238285091,45.5722042249544,15.8620817393171,45.5722042249544,"ticket","urn","ticket",7.5057849700614,7.5057849700614,4.70616124507941
"comp","decoy",FALSE,"urn","urn",0.473190410528332,0.197929850080982,0.473190410528332,19.8049386131683,47.3476185073613,15.8620817393171,"ticket","urn","urn",9.37150703285354,9.37150703285354,7.5057849700614
"decoy","targ",FALSE,"urn","urn",0.473190410528332,0.891999371349812,0.473190410528332,15.8620817393171,8.41456307161218,12.2510363051774,"ticket","urn","urn",7.5057849700614,7.5057849700614,5.7970728986444
"novel","comp",TRUE,"ticket","ticket",0.563990013673902,0.893467496996665,0.471734282094985,9.82986995799069,6.20498060719106,9.82986995799069,"urn","ticket","ticket",5.54394849201984,5.54394849201984,4.6370866477198
"comp","comp",TRUE,"ticket","ticket",0.380301601719111,0.893467496996665,0.380301601719111,14.5777679267167,6.20498060719106,10.6213432582854,"ticket","ticket","ticket",5.54394849201984,5.54394849201984,4.03931385353442
"comp","comp",FALSE,"ticket","urn",0.600343232275918,0.893467496996665,0.520065959577914,9.23463144741813,6.20498060719106,9.23463144741813,"urn","ticket","urn",5.54394849201984,5.54394849201984,4.80261746504989
"novel","decoy",FALSE,"urn","urn",0.707580261215421,0.0869947127066553,0.707580261215421,10.055315335848,81.78592043788,5.71907313364426,"urn","ticket","urn",7.11494265194274,7.11494265194274,4.0467032618141
"novel","decoy",TRUE,"ticket","urn",0.539136550283278,0.819789441069588,0.462365513968965,6.77493470980582,4.45555254172772,6.77493470980582,"urn","urn","ticket",3.65261492783915,3.65261492783915,3.13249616920555
"novel","decoy",FALSE,"urn","urn",0.861868401811271,0.311596839455888,0.861868401811271,8.99355868784739,24.8759392631395,4.68949888389586,"urn","ticket","urn",7.75126405289091,7.75126405289091,4.04173090835907
"targ","decoy",TRUE,"urn","urn",0.960120539526734,0.755066360114142,0.861868401811271,8.99355868784739,11.4359490447119,8.99355868784739,"urn","urn","urn",8.63490041964138,8.63490041964138,7.75126405289091
"novel","comp",TRUE,"ticket","ticket",0.561617027735338,0.805075063702391,0.488435016130097,5.83803653013481,4.07259008717313,5.83803653013481,"urn","ticket","ticket",3.27874072386463,3.27874072386463,2.85150146676449
"novel","targ",TRUE,"ticket","ticket",0.895623092220699,0.0802035927772522,0.797962598800728,3.8293228765109,42.7615506614173,3.8293228765109,"ticket","ticket","urn",3.42962999577215,3.42962999577215,3.05565643418771
"decoy","targ",TRUE,"ticket","ticket",0.797962598800728,0.400269574020058,0.736379879231168,3.8293228765109,7.63399626781173,3.8293228765109,"urn","ticket","ticket",3.05565643418771,3.05565643418771,2.81983631734224
"novel","comp",TRUE,"urn","urn",0.665664685191587,0.206692270895667,0.615099570562597,4.26440102977714,13.7337557747874,4.26440102977714,"urn","urn","urn",2.83866116901728,2.83866116901728,2.62303124212262
"novel","comp",TRUE,"urn","urn",0.886347881285474,0.40111605196132,0.886347881285474,11.0770757316971,24.4770623305178,7.85585464559361,"urn","urn","urn",9.81814260562844,9.81814260562844,6.96302012080854
"decoy","decoy",FALSE,"urn","urn",0.886347881285474,0.346934649627656,0.886347881285474,11.6186333291592,29.6832589243692,7.85585464559361,"urn","ticket","urn",10.298151034733,10.298151034733,6.96302012080854
"decoy","comp",FALSE,"urn","urn",0.542475855210796,0.886347881285474,0.542475855210796,12.835631399858,7.85585464559361,8.32048521793936,"urn","urn","urn",6.96302012080854,6.96302012080854,4.51366233437044
"novel","comp",FALSE,"ticket","urn",0.630554179195315,0.225489678724703,0.630554179195315,5.61292615722507,15.6958583025611,2.20438143055528,"urn","ticket","urn",3.53925404595297,3.53925404595297,1.38998192357718
"targ","targ",TRUE,"ticket","ticket",0.630554179195315,0.232825801009312,0.630554179195315,5.61292615722507,15.2012965513706,1.22501312339321,"ticket","ticket","urn",3.53925404595297,3.53925404595297,0.772437144524693
"novel","decoy",TRUE,"urn","urn",0.252201689102835,0.849803799530491,0.155343960654604,17.7143489132523,5.25720021462306,17.7143489132523,"ticket","urn","urn",4.46758871727919,4.46758871727919,2.75181712060219
